import time: self [us] | cumulative | imported package
import time:     19381 |     126831 |                                     torch.ao.nn.intrinsic.qat.modules.linear_relu
import time:     18843 |      18843 |                                     torch.ao.nn.intrinsic.qat.modules.linear_fused
import time:     14591 |      14591 |                                     torch.ao.nn.intrinsic.qat.modules.conv_fused
import time:     24389 |     184652 |                                   torch.ao.nn.intrinsic.qat.modules
import time:     23903 |     208555 |                                 torch.ao.nn.intrinsic.qat
import time:     17836 |      17836 |                                 torch.ao.nn.quantized.modules.utils
import time:     20050 |     246440 |                               torch.ao.nn.quantized.modules.conv
import time:     17974 |      17974 |                               torch.ao.nn.quantized.modules.linear
import time:     21425 |      21425 |                               torch.ao.nn.quantized.modules.embedding_ops
import time:     16623 |      16623 |                               torch.ao.nn.quantized.modules.rnn
import time:     19531 |      19531 |                               torch.ao.nn.quantized.modules.functional_modules
import time:     26755 |     504744 |                             torch.ao.nn.quantized.modules
import time:        24 |     504768 |                           torch.ao.nn.quantized.modules.utils
import time:     20540 |     525307 |                         torch.ao.nn.quantized.functional
import time:     21844 |     547151 |                       torch.ao.nn.quantized
import time:     18986 |      18986 |                         torch.ao.nn.quantized.dynamic.modules.linear
import time:     15014 |      15014 |                         torch.ao.nn.quantized.dynamic.modules.rnn
import time:     26821 |      26821 |                         torch.ao.nn.quantized.dynamic.modules.conv
import time:     28255 |      89074 |                       torch.ao.nn.quantized.dynamic.modules
import time:     20197 |     656420 |                     torch.ao.nn.quantized.dynamic
import time:     30770 |     687190 |                   torch.nn.quantized.dynamic
import time:     17103 |      17103 |                   torch.nn.quantized.functional
import time:     22423 |      22423 |                   torch.nn.quantized.modules
import time:     21659 |     748374 |                 torch.nn.quantized
import time:     18150 |      18150 |                                 torch.ao.nn.qat.dynamic.modules.linear
import time:     25856 |      44005 |                               torch.ao.nn.qat.dynamic.modules
import time:     21373 |      65378 |                             torch.ao.nn.qat.dynamic
import time:        15 |      65392 |                           torch.ao.nn.qat.dynamic.modules
import time:        21 |      65412 |                         torch.ao.nn.qat.dynamic.modules.linear
import time:     20715 |      86127 |                       torch.nn.qat.dynamic.modules.linear
import time:     23998 |     110124 |                     torch.nn.qat.dynamic.modules
import time:     26075 |     136198 |                   torch.nn.qat.dynamic
import time:     20780 |      20780 |                     torch.nn.qat.modules.conv
import time:     18770 |      18770 |                     torch.nn.qat.modules.embedding_ops
import time:     14637 |      14637 |                     torch.nn.qat.modules.linear
import time:     26255 |      80440 |                   torch.nn.qat.modules
import time:     22108 |     238745 |                 torch.nn.qat
import time:     19672 |      19672 |                     torch.nn.intrinsic.modules.fused
import time:     25760 |      45431 |                   torch.nn.intrinsic.modules
import time:     24313 |      24313 |                       torch.nn.intrinsic.qat.modules.linear_relu
import time:     16468 |      16468 |                       torch.nn.intrinsic.qat.modules.linear_fused
import time:     16943 |      16943 |                       torch.nn.intrinsic.qat.modules.conv_fused
import time:     28118 |      85840 |                     torch.nn.intrinsic.qat.modules
import time:     22979 |     108818 |                   torch.nn.intrinsic.qat
import time:     19975 |      19975 |                             torch.ao.nn.intrinsic.quantized.modules.linear_relu
import time:     22039 |      22039 |                             torch.ao.nn.intrinsic.quantized.modules.conv_relu
import time:     17560 |      17560 |                             torch.ao.nn.intrinsic.quantized.modules.bn_relu
import time:     20677 |      20677 |                             torch.ao.nn.intrinsic.quantized.modules.conv_add
import time:     26062 |     106311 |                           torch.ao.nn.intrinsic.quantized.modules
import time:     20567 |     126878 |                         torch.ao.nn.intrinsic.quantized
import time:     19539 |     146416 |                       torch.nn.intrinsic.quantized.modules.linear_relu
import time:     20191 |      20191 |                       torch.nn.intrinsic.quantized.modules.conv_relu
import time:     15871 |      15871 |                       torch.nn.intrinsic.quantized.modules.bn_relu
import time:     27404 |     209882 |                     torch.nn.intrinsic.quantized.modules
import time:     20770 |      20770 |                               torch.ao.nn.intrinsic.quantized.dynamic.modules.linear_relu
import time:     22764 |      43534 |                             torch.ao.nn.intrinsic.quantized.dynamic.modules
import time:     23481 |      67014 |                           torch.ao.nn.intrinsic.quantized.dynamic
import time:     20180 |      87194 |                         torch.nn.intrinsic.quantized.dynamic.modules.linear_relu
import time:     30248 |     117441 |                       torch.nn.intrinsic.quantized.dynamic.modules
import time:     23988 |     141429 |                     torch.nn.intrinsic.quantized.dynamic
import time:     22097 |     373407 |                   torch.nn.intrinsic.quantized
import time:     28550 |     556206 |                 torch.nn.intrinsic
import time:     21009 |      21009 |                 torch._tensor_docs
import time:     16702 |      16702 |                 torch._storage_docs
import time:     21167 |      21167 |                               torch.ao.quantization.quant_type
import time:     16519 |      16519 |                                       torch.fx._compatibility
import time:     19742 |      19742 |                                       torch.fx.immutable_collections
import time:     18934 |      18934 |                                       torch.fx.operator_schemas
import time:     24150 |      79344 |                                     torch.fx.node
import time:     20378 |      20378 |                                     torch.fx._pytree
import time:     17743 |     117465 |                                   torch.fx.graph
import time:     24433 |     141898 |                                 torch.fx.graph_module
import time:     18423 |      18423 |                                     torch.fx.traceback
import time:     20552 |      38975 |                                   torch.fx.proxy
import time:     22013 |      60988 |                                 torch.fx._symbolic_trace
import time:     14516 |      14516 |                                   torch.fx.config
import time:     18711 |      33226 |                                 torch.fx.interpreter
import time:     20267 |      20267 |                                 torch.fx.subgraph_rewriter
import time:     24174 |     280551 |                               torch.fx
import time:     20366 |     322083 |                             torch.ao.quantization.utils
import time:     15500 |     337583 |                           torch.ao.quantization.observer
import time:     30519 |     368102 |                         torch.ao.quantization.fake_quantize
import time:     20747 |      20747 |                           torch.ao.quantization.fuser_method_mappings
import time:     19490 |      40236 |                         torch.ao.quantization.fuse_modules
import time:     20399 |      20399 |                         torch.ao.quantization.qconfig
import time:     26351 |      26351 |                         torch.ao.quantization.qconfig_mapping
import time:     19290 |      19290 |                                 torch.ao.nn.quantized.reference.modules.utils
import time:     20234 |      39523 |                               torch.ao.nn.quantized.reference.modules.linear
import time:     18858 |      18858 |                               torch.ao.nn.quantized.reference.modules.conv
import time:     20112 |      20112 |                               torch.ao.nn.quantized.reference.modules.rnn
import time:     16614 |      16614 |                               torch.ao.nn.quantized.reference.modules.sparse
import time:     26246 |     121350 |                             torch.ao.nn.quantized.reference.modules
import time:     22768 |     144118 |                           torch.ao.nn.quantized.reference
import time:     17819 |      17819 |                                   torch.ao.nn.sparse.quantized.linear
import time:     17821 |      17821 |                                   torch.ao.nn.sparse.quantized.utils
import time:     21127 |      56766 |                                 torch.ao.nn.sparse.quantized.dynamic.linear
import time:     24704 |      81469 |                               torch.ao.nn.sparse.quantized.dynamic
import time:     25545 |     107013 |                             torch.ao.nn.sparse.quantized
import time:     24976 |     131989 |                           torch.ao.nn.sparse
import time:     15356 |      15356 |                           torch.ao.quantization.stubs
import time:     22274 |     313735 |                         torch.ao.quantization.quantization_mappings
import time:     24350 |      24350 |                         torch.ao.quantization.quantize
import time:     28059 |      28059 |                         torch.ao.quantization.quantize_jit
import time:     27406 |     848635 |                       torch.ao.quantization
import time:        31 |     848666 |                     torch.ao.quantization.quantize
import time:     20348 |     869014 |                   torch.quantization.quantize
import time:     16082 |      16082 |                   torch.quantization.observer
import time:     27590 |      27590 |                   torch.quantization.qconfig
import time:     23927 |      23927 |                   torch.quantization.fake_quantize
import time:     30831 |      30831 |                   torch.quantization.fuse_modules
import time:     21408 |      21408 |                   torch.quantization.stubs
import time:     15960 |      15960 |                   torch.quantization.quant_type
import time:     18210 |      18210 |                   torch.quantization.quantize_jit
import time:     17609 |      17609 |                   torch.quantization.quantization_mappings
import time:     20833 |      20833 |                   torch.quantization.fuser_method_mappings
import time:     22331 |    1083791 |                 torch.quantization
import time:     22657 |      22657 |                 torch.quasirandom
import time:     18104 |      18104 |                 torch.multiprocessing._atfork
import time:     16546 |      16546 |                 torch._lobpcg
import time:     12300 |      12300 |                         torch.masked.maskedtensor.core
import time:     35790 |      48090 |                       torch.masked.maskedtensor.binary
import time:     14580 |      14580 |                       torch.masked.maskedtensor.passthrough
import time:     15999 |      15999 |                         torch.masked.maskedtensor.creation
import time:     22991 |      38989 |                       torch.masked.maskedtensor.reductions
import time:     19267 |      19267 |                       torch.masked.maskedtensor.unary
import time:     26654 |     147579 |                     torch.masked.maskedtensor
import time:        24 |     147603 |                   torch.masked.maskedtensor.core
import time:     24315 |      24315 |                     torch.masked._docs
import time:     19514 |      43829 |                   torch.masked._ops
import time:     22265 |     213695 |                 torch.masked
import time:     26616 |      26616 |                 torch.return_types
import time:     22172 |      22172 |                 torch.library
import time:     21066 |      21066 |                         nvfuser._C
import time:     27034 |      48100 |                       nvfuser
import time:        20 |      48120 |                     nvfuser._C
import time:     27498 |      75617 |                   torch._prims_common
import time:     27020 |      27020 |                           torch._prims_common.wrappers
import time:     58170 |      85189 |                         torch._prims.nvfuser_prims
import time:     22520 |      22520 |                                     mpmath.usertools
import time:       101 |        101 |                                                 gmpy2
import time:        78 |         78 |                                                 gmpy
import time:     20639 |      20817 |                                               mpmath.libmp.backend
import time:     19838 |      19838 |                                               mpmath.libmp.libintmath
import time:     26292 |      66947 |                                             mpmath.libmp.libmpf
import time:     18694 |      18694 |                                               mpmath.libmp.libelefun
import time:     17255 |      35949 |                                             mpmath.libmp.libmpc
import time:     18117 |      18117 |                                               mpmath.libmp.gammazeta
import time:     17770 |      35886 |                                             mpmath.libmp.libhyper
import time:     17880 |      17880 |                                             mpmath.libmp.libmpi
import time:     22616 |     179275 |                                           mpmath.libmp
import time:        28 |     179303 |                                         mpmath.libmp.backend
import time:     27527 |      27527 |                                             mpmath.functions.functions
import time:     18724 |      18724 |                                             mpmath.functions.factorials
import time:     17920 |      17920 |                                             mpmath.functions.hypergeometric
import time:     18587 |      18587 |                                             mpmath.functions.expintegrals
import time:     23609 |      23609 |                                             mpmath.functions.bessel
import time:     17758 |      17758 |                                             mpmath.functions.orthogonal
import time:     19694 |      19694 |                                             mpmath.functions.theta
import time:     19234 |      19234 |                                             mpmath.functions.elliptic
import time:     18698 |      18698 |                                             mpmath.functions.signals
import time:     17824 |      17824 |                                             mpmath.functions.zeta
import time:     20669 |      20669 |                                             mpmath.functions.rszeta
import time:     27289 |      27289 |                                             mpmath.functions.zetazeros
import time:     19384 |      19384 |                                             mpmath.functions.qfunctions
import time:     24797 |     291709 |                                           mpmath.functions
import time:        26 |     291735 |                                         mpmath.functions.functions
import time:     27036 |      27036 |                                             mpmath.calculus.calculus
import time:     19466 |      19466 |                                             mpmath.calculus.approximation
import time:     16158 |      16158 |                                             mpmath.calculus.differentiation
import time:     20007 |      20007 |                                             mpmath.calculus.extrapolation
import time:     18310 |      18310 |                                             mpmath.calculus.polynomials
import time:     23043 |     124017 |                                           mpmath.calculus
import time:     16329 |     140345 |                                         mpmath.calculus.quadrature
import time:     17037 |      17037 |                                         mpmath.calculus.inverselaplace
import time:     16250 |      16250 |                                         mpmath.calculus.optimization
import time:     19801 |      19801 |                                         mpmath.calculus.odes
import time:     21600 |      21600 |                                             mpmath.matrices.eigen
import time:     24900 |      24900 |                                             mpmath.matrices.eigen_symmetric
import time:     26186 |      72685 |                                           mpmath.matrices
import time:     27057 |      99742 |                                         mpmath.matrices.matrices
import time:     22366 |      22366 |                                         mpmath.matrices.calculus
import time:     21797 |      21797 |                                         mpmath.matrices.linalg
import time:     21918 |      21918 |                                         mpmath.identification
import time:     20599 |      20599 |                                         mpmath.visualization
import time:     18542 |     869429 |                                       mpmath.ctx_base
import time:     16609 |      16609 |                                       mpmath.math2
import time:     18139 |      18139 |                                       mpmath.function_docs
import time:     20048 |     924224 |                                     mpmath.ctx_fp
import time:     17398 |      17398 |                                       mpmath.rational
import time:     18970 |      18970 |                                       mpmath.ctx_mp_python
import time:     20393 |      56760 |                                     mpmath.ctx_mp
import time:     26358 |      26358 |                                     mpmath.ctx_iv
import time:     27318 |    1057178 |                                   mpmath
import time:     19548 |      19548 |                                   sympy.release
import time:     18986 |      18986 |                                                 sympy.utilities.enumerative
import time:     17282 |      17282 |                                                 sympy.utilities.misc
import time:     15885 |      15885 |                                                   sympy.utilities.exceptions
import time:     20649 |      36534 |                                                 sympy.utilities.decorator
import time:     19755 |      92556 |                                               sympy.utilities.iterables
import time:     26716 |      26716 |                                                   sympy.external.importtools
import time:     24803 |      51518 |                                                 sympy.external
import time:     18792 |      70309 |                                               sympy.utilities.lambdify
import time:     24966 |      24966 |                                               sympy.utilities.timeutils
import time:     22854 |     210684 |                                             sympy.utilities
import time:        31 |     210714 |                                           sympy.utilities.iterables
import time:     16971 |     227685 |                                         sympy.core.random
import time:     15992 |      15992 |                                           sympy.core.cache
import time:     18054 |      34046 |                                         sympy.core.parameters
import time:     18133 |      18133 |                                               sympy.core.logic
import time:     19808 |      37940 |                                             sympy.core.facts
import time:     17329 |      17329 |                                             sympy.core.assumptions_generated
import time:     19521 |      74789 |                                           sympy.core.assumptions
import time:     17084 |      17084 |                                           sympy.core.sorting
import time:     21003 |      21003 |                                                       sympy.multipledispatch.utils
import time:     18066 |      39069 |                                                     sympy.multipledispatch.conflict
import time:     20403 |      59471 |                                                   sympy.multipledispatch.dispatcher
import time:     24966 |      84437 |                                                 sympy.multipledispatch.core
import time:     24239 |     108675 |                                               sympy.multipledispatch
import time:        24 |     108698 |                                             sympy.multipledispatch.dispatcher
import time:     19755 |     128453 |                                           sympy.core.kind
import time:     20991 |      20991 |                                           sympy.core._print_helpers
import time:     16867 |      16867 |                                             sympy.core.core
import time:     20017 |      36883 |                                           sympy.core.singleton
import time:     15772 |      15772 |                                           sympy.core.traversal
import time:     20186 |     314155 |                                         sympy.core.basic
import time:     28688 |     604572 |                                       sympy.core.sympify
import time:     21467 |      21467 |                                             sympy.external.pythonmpq
import time:     27856 |      27856 |                                             sympy.external.ntheory
import time:       155 |        155 |                                             flint
import time:        95 |         95 |                                             gmpy2
import time:     17976 |      67547 |                                           sympy.external.gmpy
import time:     17746 |      85293 |                                         sympy.core.evalf
import time:     17200 |      17200 |                                         sympy.core.decorators
import time:     19500 |      19500 |                                         sympy.core.intfunc
import time:     32430 |      32430 |                                           sympy.core.operations
import time:     17653 |      17653 |                                             sympy.core.containers
import time:     18385 |      18385 |                                                 sympy.core.add
import time:     19217 |      19217 |                                                 sympy.core.rules
import time:     21555 |      21555 |                                                       sympy.logic.boolalg
import time:     18257 |      18257 |                                                       sympy.logic.inference
import time:     23952 |      63763 |                                                     sympy.logic
import time:        29 |      63791 |                                                   sympy.logic.boolalg
import time:     19786 |      83576 |                                                 sympy.core.symbol
import time:     18559 |     139737 |                                               sympy.core.function
import time:     31299 |      31299 |                                               sympy.core.relational
import time:     20838 |     191873 |                                             sympy.core.power
import time:     25220 |     234745 |                                           sympy.core.numbers
import time:     19161 |     286335 |                                         sympy.core.mul
import time:     20629 |      20629 |                                             sympy.core.coreerrors
import time:     16003 |      36631 |                                           sympy.core.exprtools
import time:     16142 |      52772 |                                         sympy.core.mod
import time:     19258 |     480356 |                                       sympy.core.expr
import time:     16455 |      16455 |                                       sympy.core.multidimensional
import time:     27566 |    1128948 |                                     sympy.core
import time:        26 |    1128974 |                                   sympy.core.cache
import time:     19482 |      19482 |                                       sympy.utilities.source
import time:     23126 |      42607 |                                     sympy.assumptions.assume
import time:     18049 |      18049 |                                       sympy.assumptions.cnf
import time:     21492 |      21492 |                                       sympy.assumptions.ask_generated
import time:     24550 |      64091 |                                     sympy.assumptions.ask
import time:     16321 |      16321 |                                     sympy.assumptions.refine
import time:     19363 |      19363 |                                       sympy.assumptions.relation.binrel
import time:     22571 |      41934 |                                     sympy.assumptions.relation
import time:     25507 |     190457 |                                   sympy.assumptions
import time:     17954 |      17954 |                                         sympy.polys.polyerrors
import time:     21345 |      39299 |                                       sympy.polys.polyoptions
import time:     20032 |      20032 |                                             sympy.polys.domains.domainelement
import time:     18906 |      18906 |                                             sympy.polys.orderings
import time:     20778 |      20778 |                                               sympy.polys.domains.modularinteger
import time:     19386 |      40164 |                                             sympy.polys.polyutils
import time:     23543 |     102643 |                                           sympy.polys.domains.domain
import time:     20659 |      20659 |                                               sympy.polys.domains.ring
import time:     20233 |      40892 |                                             sympy.polys.domains.field
import time:     18030 |      18030 |                                             sympy.polys.domains.simpledomain
import time:     18063 |      18063 |                                               sympy.polys.polyconfig
import time:     20046 |      38108 |                                             sympy.polys.galoistools
import time:     18673 |      18673 |                                               sympy.polys.domains.pythonrational
import time:     21468 |      40141 |                                             sympy.polys.domains.groundtypes
import time:     18454 |     155622 |                                           sympy.polys.domains.finitefield
import time:     19479 |      19479 |                                             sympy.polys.domains.characteristiczero
import time:     17772 |      37250 |                                           sympy.polys.domains.integerring
import time:     18864 |      18864 |                                           sympy.polys.domains.rationalfield
import time:     18370 |      18370 |                                                 sympy.polys.monomials
import time:     16254 |      34624 |                                               sympy.polys.densebasic
import time:     17043 |      17043 |                                               sympy.polys.densearith
import time:     19532 |      19532 |                                               sympy.polys.densetools
import time:     18958 |      18958 |                                               sympy.polys.euclidtools
import time:     18361 |      18361 |                                               sympy.polys.sqfreetools
import time:     18210 |      18210 |                                               sympy.polys.factortools
import time:     18065 |      18065 |                                               sympy.polys.rootisolation
import time:     20998 |     165788 |                                             sympy.polys.polyclasses
import time:     20279 |     186066 |                                           sympy.polys.domains.algebraicfield
import time:     18702 |      18702 |                                           sympy.polys.domains.gaussiandomains
import time:     26077 |      26077 |                                             sympy.polys.domains.mpelements
import time:     19692 |      45769 |                                           sympy.polys.domains.realfield
import time:     18391 |      18391 |                                           sympy.polys.domains.complexfield
import time:     15560 |      15560 |                                             sympy.polys.domains.compositedomain
import time:     17874 |      33433 |                                           sympy.polys.domains.polynomialring
import time:     16717 |      16717 |                                           sympy.polys.domains.fractionfield
import time:     16408 |      16408 |                                           sympy.polys.domains.expressiondomain
import time:     14765 |      14765 |                                           sympy.polys.domains.expressionrawdomain
import time:     18343 |      18343 |                                             sympy.polys.domains.pythonintegerring
import time:     19424 |      37767 |                                           sympy.polys.domains.pythonfinitefield
import time:     20386 |      20386 |                                             sympy.polys.domains.gmpyintegerring
import time:     20283 |      40669 |                                           sympy.polys.domains.gmpyfinitefield
import time:     17411 |      17411 |                                           sympy.polys.domains.pythonrationalfield
import time:     16814 |      16814 |                                           sympy.polys.domains.gmpyrationalfield
import time:     24444 |     801725 |                                         sympy.polys.domains
import time:     21245 |     822970 |                                       sympy.polys.constructor
import time:     23137 |      23137 |                                       sympy.polys.fglmtools
import time:     19083 |      19083 |                                       sympy.polys.groebnertools
import time:     17895 |      17895 |                                       sympy.polys.rationaltools
import time:     24849 |     947229 |                                     sympy.polys.polytools
import time:     17393 |      17393 |                                             sympy.ntheory.primetest
import time:     25501 |      42894 |                                           sympy.ntheory.generate
import time:     21090 |      21090 |                                             sympy.ntheory.digits
import time:     17076 |      17076 |                                             sympy.ntheory.ecm
import time:     17802 |      55967 |                                           sympy.ntheory.factor_
import time:     17445 |      17445 |                                               sympy.ntheory.modular
import time:     36024 |      36024 |                                               sympy.utilities.memoization
import time:     17588 |      71056 |                                             sympy.ntheory.residue_ntheory
import time:     20033 |      91088 |                                           sympy.ntheory.partitions_
import time:     18379 |      18379 |                                           sympy.ntheory.multinomial
import time:     18177 |      18177 |                                           sympy.ntheory.continued_fraction
import time:     18940 |      18940 |                                           sympy.ntheory.egyptian_fraction
import time:     17874 |      17874 |                                           sympy.ntheory.qs
import time:     24085 |     287400 |                                         sympy.ntheory
import time:     16898 |      16898 |                                           sympy.polys.compatibility
import time:     22222 |      22222 |                                           sympy.polys.heuristicgcd
import time:     17841 |      17841 |                                                   sympy.printing.conventions
import time:     17326 |      17326 |                                                   sympy.printing.precedence
import time:     17248 |      17248 |                                                   sympy.printing.printer
import time:     17724 |      17724 |                                                   sympy.printing.str
import time:     17155 |      17155 |                                                       sympy.core.alphabets
import time:     21386 |      38540 |                                                     sympy.printing.pretty.pretty_symbology
import time:     18032 |      56572 |                                                   sympy.printing.pretty.stringpict
import time:     20707 |     147415 |                                                 sympy.printing.pretty.pretty
import time:     25247 |     172661 |                                               sympy.printing.pretty
import time:     27383 |      27383 |                                               sympy.printing.latex
import time:     19849 |      19849 |                                               sympy.printing.mathml
import time:     18410 |      18410 |                                                 sympy.printing.repr
import time:     17906 |      36316 |                                               sympy.printing.python
import time:     28619 |      28619 |                                                           sympy.functions.combinatorial
import time:     21645 |      50264 |                                                         sympy.functions.combinatorial.factorials
import time:     21105 |      21105 |                                                             sympy.functions.elementary
import time:     18087 |      18087 |                                                               sympy.functions.elementary.miscellaneous
import time:     16355 |      16355 |                                                               sympy.functions.elementary.piecewise
import time:     18953 |      53393 |                                                             sympy.functions.elementary.complexes
import time:     20819 |      95317 |                                                           sympy.functions.elementary.exponential
import time:     18541 |      18541 |                                                           sympy.polys.appellseqs
import time:     21686 |     135543 |                                                         sympy.functions.combinatorial.numbers
import time:     18245 |      18245 |                                                           sympy.functions.elementary.integers
import time:     16356 |      16356 |                                                           sympy.functions.elementary._trigonometric_special
import time:     28196 |      62797 |                                                         sympy.functions.elementary.trigonometric
import time:     20763 |      20763 |                                                         sympy.functions.elementary.hyperbolic
import time:     26954 |      26954 |                                                           sympy.functions.special
import time:     19063 |      19063 |                                                           sympy.functions.special.hyper
import time:     22521 |      68537 |                                                         sympy.functions.special.error_functions
import time:     17869 |      17869 |                                                           sympy.functions.special.zeta_functions
import time:     18476 |      36344 |                                                         sympy.functions.special.gamma_functions
import time:     19532 |      19532 |                                                         sympy.functions.special.tensor_functions
import time:     18253 |      18253 |                                                               sympy.polys.polyquinticconst
import time:     21272 |      39524 |                                                             sympy.polys.polyroots
import time:     22546 |      62069 |                                                           sympy.functions.special.delta_functions
import time:     17796 |      79864 |                                                         sympy.functions.special.singularity_functions
import time:     20730 |      20730 |                                                               sympy.sets.sets
import time:     18878 |      18878 |                                                               sympy.sets.fancysets
import time:     17358 |      17358 |                                                               sympy.sets.contains
import time:     17580 |      17580 |                                                               sympy.sets.conditionset
import time:     20223 |      20223 |                                                               sympy.sets.ordinals
import time:     22456 |      22456 |                                                               sympy.sets.powerset
import time:     24405 |      24405 |                                                                 sympy.sets.handlers
import time:     53413 |      77817 |                                                               sympy.sets.handlers.comparison
import time:     25123 |     220162 |                                                             sympy.sets
import time:        23 |     220184 |                                                           sympy.sets.sets
import time:     19022 |     239206 |                                                         sympy.functions.special.bsplines
import time:     20394 |      20394 |                                                           sympy.polys.orthopolys
import time:     18077 |      38471 |                                                         sympy.functions.special.bessel
import time:     25583 |      25583 |                                                         sympy.functions.special.polynomials
import time:     18277 |      18277 |                                                         sympy.functions.special.spherical_harmonics
import time:     19210 |      19210 |                                                         sympy.functions.special.elliptic_integrals
import time:     17937 |      17937 |                                                         sympy.functions.special.beta_functions
import time:     15613 |      15613 |                                                         sympy.functions.special.mathieu_functions
import time:     26116 |     874050 |                                                       sympy.functions
import time:        18 |     874067 |                                                     sympy.functions.elementary
import time:        17 |     874083 |                                                   sympy.functions.elementary.complexes
import time:     22708 |     896791 |                                                 sympy.printing.codeprinter
import time:     21898 |     918688 |                                               sympy.printing.pycode
import time:     23074 |      23074 |                                                 sympy.assumptions.relation.equality
import time:     25573 |      48647 |                                               sympy.printing.smtlib
import time:     19784 |      19784 |                                               sympy.printing.glsl
import time:     26293 |      26293 |                                               sympy.printing.rcode
import time:     22033 |      22033 |                                               sympy.printing.jscode
import time:     16536 |      16536 |                                               sympy.printing.julia
import time:     23679 |      23679 |                                               sympy.printing.mathematica
import time:     16060 |      16060 |                                               sympy.printing.octave
import time:     22608 |      22608 |                                               sympy.printing.rust
import time:     20726 |      20726 |                                                 sympy.utilities.mathml
import time:     19506 |      40232 |                                               sympy.printing.gtk
import time:     29080 |      29080 |                                               sympy.printing.preview
import time:     15669 |      15669 |                                               sympy.printing.tree
import time:     13464 |      13464 |                                               sympy.printing.tableform
import time:     18657 |      18657 |                                               sympy.printing.dot
import time:     16150 |      16150 |                                               sympy.printing.maple
import time:     23237 |    1527015 |                                             sympy.printing
import time:     21588 |    1548602 |                                           sympy.printing.defaults
import time:     17724 |      17724 |                                           sympy.utilities.magic
import time:     17056 |    1622500 |                                         sympy.polys.rings
import time:     19704 |    1929603 |                                       sympy.polys.specialpolys
import time:     18768 |    1948371 |                                     sympy.polys.polyfuncs
import time:     15073 |      15073 |                                         sympy.polys.ring_series
import time:     20670 |      20670 |                                         sympy.polys.rootoftools
import time:     17783 |      53525 |                                       sympy.polys.numberfields.minpoly
import time:     17888 |      17888 |                                       sympy.polys.numberfields.subfield
import time:     22193 |      22193 |                                               sympy.polys.matrices.exceptions
import time:     18372 |      18372 |                                               sympy.polys.matrices.domainscalar
import time:     17255 |      17255 |                                                   sympy.polys.matrices._typing
import time:     18800 |      36055 |                                                 sympy.polys.matrices.dense
import time:     16964 |      16964 |                                                 sympy.polys.matrices.lll
import time:     18000 |      18000 |                                                 sympy.polys.matrices.sdm
import time:     16573 |      16573 |                                                 sympy.polys.matrices.dfm
import time:     20019 |     107610 |                                               sympy.polys.matrices.ddm
import time:     17709 |      17709 |                                               sympy.polys.matrices.rref
import time:     25083 |     190965 |                                             sympy.polys.matrices.domainmatrix
import time:     23903 |     214868 |                                           sympy.polys.matrices
import time:        34 |     214902 |                                         sympy.polys.matrices.exceptions
import time:     20019 |      20019 |                                           sympy.printing.numpy
import time:     21515 |      41533 |                                         sympy.printing.lambdarepr
import time:     18056 |     274490 |                                       sympy.polys.numberfields.utilities
import time:     24966 |      24966 |                                           sympy.polys.matrices.normalforms
import time:     17427 |      17427 |                                           sympy.polys.numberfields.exceptions
import time:     21641 |      64033 |                                         sympy.polys.numberfields.modules
